"hotel";"is_canceled";"lead_time";"arrival_date_year";"arrival_date_month";"arrival_date_day_of_month";"stays_in_weekend_nights";"stays_in_week_nights";"adults";"children";"babies";"meal";"country";"market_segment";"distribution_channel";"is_repeated_guest";"previous_cancellations";"previous_bookings_not_canceled";"reserved_room_type";"assigned_room_type";"booking_changes";"deposit_type";"agent";"company";"days_in_waiting_list";"customer_type";"adr";"required_car_parking_spaces";"total_of_special_requests";"reservation_status";"reservation_status_date"
"Resort Hotel";0;17;2016;"January";23;2;5;2;0;0;"BB";"GBR";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"241";"";0;"Transient";33;0;1;"Check-Out";"2016-01-30"
"Resort Hotel";0;17;2016;"January";29;0;2;2;0;0;"BB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"196";"";0;"Transient";30;0;0;"Check-Out";"2016-01-31"
"Resort Hotel";0;17;2016;"March";3;0;1;2;0;0;"HB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"D";1;"No Deposit";"240";"";0;"Transient";80;0;0;"Check-Out";"2016-03-04"
"Resort Hotel";0;17;2016;"March";5;0;1;1;0;0;"BB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"8";"";0;"Transient";25;0;1;"Check-Out";"2016-03-06"
"Resort Hotel";0;17;2016;"March";5;0;1;2;0;0;"BB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"8";"";0;"Transient";29;0;1;"Check-Out";"2016-03-06"
"Resort Hotel";0;17;2016;"March";5;2;5;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"241";"";0;"Transient";36;0;1;"Check-Out";"2016-03-12"
"Resort Hotel";0;17;2016;"March";6;2;1;2;0;0;"BB";"IRL";"Offline TA/TO";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"36";"";0;"Transient";35;0;0;"Check-Out";"2016-03-09"
"Resort Hotel";0;17;2016;"March";10;0;2;2;0;0;"BB";"THA";"Direct";"Direct";0;0;0;"E";"E";1;"No Deposit";"250";"";0;"Transient";71;1;0;"Check-Out";"2016-03-12"
"Resort Hotel";0;17;2016;"May";2;1;0;1;0;0;"BB";"PRT";"Direct";"Direct";1;0;1;"D";"D";0;"No Deposit";"250";"399";0;"Transient-Party";81;0;0;"Check-Out";"2016-05-03"
"Resort Hotel";0;17;2016;"May";2;1;0;1;0;0;"BB";"PRT";"Direct";"Direct";1;0;2;"D";"D";0;"No Deposit";"250";"399";0;"Transient-Party";81;0;0;"Check-Out";"2016-05-03"
"Resort Hotel";0;17;2016;"October";28;2;2;2;0;0;"BB";"PRT";"Groups";"Direct";0;0;1;"A";"A";1;"No Deposit";"";"";0;"Transient";38;0;0;"Check-Out";"2016-11-01"
"Resort Hotel";0;17;2016;"October";30;1;0;2;0;0;"BB";"PRT";"Groups";"Direct";1;0;1;"A";"A";0;"No Deposit";"";"";0;"Transient-Party";66;1;0;"Check-Out";"2016-10-31"
"Resort Hotel";0;17;2016;"October";30;1;0;2;0;0;"BB";"PRT";"Groups";"Direct";1;0;1;"A";"A";0;"No Deposit";"";"346";0;"Transient";66;1;0;"Check-Out";"2016-10-31"
"Resort Hotel";0;17;2017;"April";12;0;1;2;0;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"240";"";0;"Transient";100;0;1;"Check-Out";"2017-04-13"
"Resort Hotel";0;17;2017;"February";6;1;0;1;0;0;"BB";"";"Corporate";"Corporate";0;0;0;"A";"D";0;"No Deposit";"";"490";0;"Transient";36;0;0;"Check-Out";"2017-02-07"
"Resort Hotel";0;17;2017;"February";21;0;1;1;0;0;"BB";"PRT";"Corporate";"Corporate";0;1;10;"E";"E";0;"No Deposit";"";"292";0;"Transient";58;1;1;"Check-Out";"2017-02-22"
"Resort Hotel";0;17;2017;"February";26;1;0;2;0;0;"BB";"PRT";"Online TA";"TA/TO";1;0;2;"A";"A";0;"No Deposit";"240";"";0;"Transient";48;1;4;"Check-Out";"2017-02-27"
"Resort Hotel";0;17;2017;"January";29;2;1;1;0;0;"BB";"ITA";"Online TA";"Direct";1;0;1;"A";"A";0;"No Deposit";"240";"268";0;"Transient-Party";50;0;1;"Check-Out";"2017-02-01"
"Resort Hotel";0;17;2017;"July";24;1;0;1;0;0;"BB";"PRT";"Corporate";"Corporate";0;2;14;"A";"F";0;"No Deposit";"";"292";0;"Transient";142;0;1;"Check-Out";"2017-07-25"
"Resort Hotel";0;17;2017;"March";13;1;1;1;0;0;"BB";"PRT";"Corporate";"Corporate";0;1;11;"A";"F";1;"No Deposit";"";"292";0;"Transient";39;1;1;"Check-Out";"2017-03-15"
"Resort Hotel";0;18;2015;"August";29;2;3;2;0;0;"FB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"A";"C";0;"No Deposit";"196";"";0;"Transient";143;0;1;"Check-Out";"2015-09-03"
"Resort Hotel";0;18;2015;"December";5;1;1;3;2;0;"BB";"ESP";"Direct";"Direct";0;0;0;"H";"H";0;"No Deposit";"250";"";0;"Transient";93;0;0;"Check-Out";"2015-12-07"
"Resort Hotel";0;18;2015;"December";7;1;0;2;0;0;"HB";"ESP";"Direct";"Direct";0;0;0;"D";"D";0;"No Deposit";"250";"";0;"Transient";93;0;1;"Check-Out";"2015-12-08"
"Resort Hotel";0;18;2015;"December";7;1;0;2;0;1;"HB";"ESP";"Direct";"Direct";0;0;0;"D";"D";0;"No Deposit";"250";"";0;"Transient";93;0;2;"Check-Out";"2015-12-08"
"Resort Hotel";0;18;2015;"December";23;0;4;1;0;0;"BB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"171";"";0;"Transient";45;0;0;"Check-Out";"2015-12-27"
"Resort Hotel";0;18;2015;"December";26;0;1;2;0;0;"HB";"PRT";"Direct";"Direct";0;0;0;"A";"D";0;"No Deposit";"250";"";0;"Transient";80;0;0;"Check-Out";"2015-12-27"
"Resort Hotel";0;18;2015;"July";1;0;4;2;1;0;"HB";"ESP";"Online TA";"TA/TO";0;0;0;"G";"G";1;"No Deposit";"241";"";0;"Transient";155;0;1;"Check-Out";"2015-07-05"
"Resort Hotel";0;18;2015;"July";24;0;2;2;0;0;"BB";"ESP";"Direct";"Direct";0;0;0;"D";"G";0;"No Deposit";"250";"";0;"Transient";154;0;0;"Check-Out";"2015-07-26"
"Resort Hotel";0;18;2015;"November";7;0;1;2;1;0;"BB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"A";"C";1;"No Deposit";"321";"";0;"Transient";36;1;1;"Check-Out";"2015-11-08"
"Resort Hotel";0;18;2015;"November";7;2;3;1;0;0;"BB";"DZA";"Offline TA/TO";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"314";"";0;"Transient";56;0;0;"Check-Out";"2015-11-12"
"Resort Hotel";0;18;2015;"November";7;2;3;1;0;0;"BB";"DZA";"Offline TA/TO";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"314";"";0;"Transient";62;1;0;"Check-Out";"2015-11-12"
"Resort Hotel";0;18;2015;"November";16;1;5;2;0;0;"BB";"VEN";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";64;1;2;"Check-Out";"2015-11-22"
"Resort Hotel";0;18;2015;"October";4;2;4;2;0;0;"BB";"IRL";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";63;0;1;"Check-Out";"2015-10-10"
"Resort Hotel";0;18;2015;"October";12;1;0;1;0;0;"BB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"146";"";0;"Transient";40;1;0;"Check-Out";"2015-10-13"
"Resort Hotel";0;18;2015;"October";12;1;0;1;0;0;"BB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"146";"";0;"Transient-Party";37;0;0;"Check-Out";"2015-10-13"
"Resort Hotel";0;18;2015;"October";12;1;0;1;0;0;"BB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"146";"";0;"Transient-Party";40;1;0;"Check-Out";"2015-10-13"
"Resort Hotel";0;18;2015;"October";12;1;0;1;0;0;"BB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"A";"E";0;"No Deposit";"146";"";0;"Transient-Party";37;0;0;"Check-Out";"2015-10-13"
"Resort Hotel";0;18;2015;"October";12;1;1;1;0;0;"BB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"A";"A";1;"No Deposit";"146";"";0;"Transient";40;1;0;"Check-Out";"2015-10-14"
"Resort Hotel";0;18;2016;"April";19;0;1;1;0;0;"BB";"PRT";"Corporate";"Corporate";1;1;3;"A";"D";0;"No Deposit";"";"113";0;"Transient";42;0;0;"Check-Out";"2016-04-20"
"Resort Hotel";0;18;2016;"February";12;0;2;2;0;0;"BB";"GBR";"Online TA";"TA/TO";1;0;0;"G";"G";0;"No Deposit";"";"";0;"Transient";0;0;1;"Check-Out";"2016-02-14"
"Resort Hotel";0;18;2016;"February";12;0;2;2;0;0;"BB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"A";"D";0;"No Deposit";"6";"";0;"Transient";29;0;0;"Check-Out";"2016-02-14"
"Resort Hotel";0;18;2016;"February";13;0;1;2;0;0;"BB";"ESP";"Offline TA/TO";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"177";"";0;"Transient";29;0;0;"Check-Out";"2016-02-14"
"Resort Hotel";0;18;2016;"February";13;2;3;1;0;0;"BB";"FIN";"Offline TA/TO";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"6";"";0;"Transient";27;0;0;"Check-Out";"2016-02-18"
"Resort Hotel";0;18;2016;"February";14;1;0;2;0;0;"BB";"DEU";"Online TA";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"240";"";0;"Transient";78;0;2;"Check-Out";"2016-02-15"
"Resort Hotel";0;18;2016;"February";27;0;1;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"F";0;"No Deposit";"240";"";0;"Transient";60;0;0;"Check-Out";"2016-02-28"
"Resort Hotel";0;18;2016;"February";27;1;1;2;0;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"A";"E";0;"No Deposit";"240";"";0;"Transient";60;0;0;"Check-Out";"2016-02-29"
"Resort Hotel";0;18;2016;"February";27;1;1;2;0;0;"HB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"C";0;"No Deposit";"240";"";0;"Transient";80;0;0;"Check-Out";"2016-02-29"
"Resort Hotel";0;18;2016;"February";27;2;1;3;0;0;"FB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"A";"C";0;"No Deposit";"196";"";0;"Transient";99;0;1;"Check-Out";"2016-03-01"
"Resort Hotel";0;18;2016;"February";27;2;5;2;0;0;"BB";"PRT";"Direct";"Direct";0;0;0;"D";"D";0;"No Deposit";"250";"";0;"Transient";57;0;1;"Check-Out";"2016-03-05"
"Resort Hotel";0;18;2016;"February";27;2;5;2;2;0;"BB";"SWE";"Online TA";"TA/TO";0;0;0;"G";"G";0;"No Deposit";"240";"";0;"Transient";93;0;0;"Check-Out";"2016-03-05"
"Resort Hotel";0;18;2016;"January";22;0;1;2;0;0;"HB";"GBR";"Online TA";"TA/TO";0;0;0;"D";"D";1;"No Deposit";"242";"";0;"Transient";88;0;1;"Check-Out";"2016-01-23"
"Resort Hotel";0;18;2016;"January";29;0;0;1;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"I";0;"No Deposit";"240";"";0;"Transient-Party";0;0;0;"Check-Out";"2016-01-29"
"Resort Hotel";0;18;2016;"January";29;0;0;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"I";0;"No Deposit";"240";"";0;"Transient-Party";0;0;0;"Check-Out";"2016-01-29"
"Resort Hotel";0;18;2016;"March";4;0;2;2;0;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"A";"D";1;"No Deposit";"240";"";0;"Transient";48;0;2;"Check-Out";"2016-03-06"
"Resort Hotel";0;18;2016;"March";12;2;3;2;0;0;"HB";"ESP";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"240";"";0;"Transient";90;0;2;"Check-Out";"2016-03-17"
"Resort Hotel";0;18;2016;"March";15;0;2;2;0;0;"BB";"FIN";"Online TA";"TA/TO";0;0;0;"A";"D";0;"No Deposit";"240";"";0;"Transient";54;1;1;"Check-Out";"2016-03-17"
"Resort Hotel";0;18;2016;"March";22;0;1;1;0;0;"BB";"";"Corporate";"Corporate";0;0;5;"A";"A";0;"No Deposit";"";"291";0;"Transient";30;0;0;"Check-Out";"2016-03-23"
"Resort Hotel";0;18;2016;"November";8;0;2;1;0;0;"BB";"PRT";"Corporate";"Corporate";1;0;9;"A";"C";0;"No Deposit";"270";"";0;"Transient";30;0;0;"Check-Out";"2016-11-10"
"Resort Hotel";0;18;2016;"October";29;0;1;1;0;0;"BB";"PRT";"Groups";"Direct";0;0;0;"A";"A";0;"No Deposit";"";"";0;"Transient";36;1;0;"Check-Out";"2016-10-30"
"Resort Hotel";0;18;2016;"October";29;0;1;2;0;0;"BB";"PRT";"Groups";"Direct";0;0;0;"A";"A";1;"No Deposit";"";"";0;"Transient";44;1;0;"Check-Out";"2016-10-30"
"Resort Hotel";0;18;2017;"January";30;1;1;1;0;0;"BB";"ITA";"Online TA";"TA/TO";0;2;2;"A";"D";0;"No Deposit";"240";"268";0;"Transient-Party";53;0;1;"Check-Out";"2017-02-01"
"Resort Hotel";0;19;2015;"August";10;1;2;2;0;0;"BB";"RUS";"Online TA";"TA/TO";0;0;0;"E";"F";0;"No Deposit";"240";"";0;"Transient";221;0;2;"Check-Out";"2015-08-13"
"Resort Hotel";0;19;2015;"August";10;1;5;2;0;1;"BB";"PRT";"Direct";"Direct";0;0;0;"D";"D";1;"No Deposit";"";"";0;"Transient";189;0;1;"Check-Out";"2015-08-16"
"Resort Hotel";0;19;2015;"August";13;2;3;1;0;0;"HB";"PRT";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"242";"";0;"Transient";243;0;1;"Check-Out";"2015-08-18"
"Resort Hotel";0;19;2015;"August";13;2;3;2;0;1;"HB";"PRT";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"242";"";0;"Transient";243;0;2;"Check-Out";"2015-08-18"
"Resort Hotel";0;19;2015;"December";2;0;2;1;0;0;"BB";"DEU";"Groups";"Corporate";0;0;0;"A";"A";0;"No Deposit";"";"343";0;"Transient-Party";36;0;0;"Check-Out";"2015-12-04"
"Resort Hotel";0;19;2015;"December";2;0;2;1;0;0;"BB";"DEU";"Groups";"Corporate";0;0;0;"A";"A";0;"No Deposit";"";"343";0;"Transient-Party";39;1;0;"Check-Out";"2015-12-04"
"Resort Hotel";0;19;2015;"December";5;2;1;2;0;0;"BB";"ESP";"Offline TA/TO";"TA/TO";0;0;0;"A";"D";0;"No Deposit";"6";"";0;"Transient";26;0;0;"Check-Out";"2015-12-08"
"Resort Hotel";0;19;2015;"December";14;1;1;2;0;0;"BB";"BRA";"Offline TA/TO";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"314";"";0;"Transient";54;0;2;"Check-Out";"2015-12-16"
"Resort Hotel";0;19;2015;"December";14;1;1;2;0;0;"BB";"GBR";"Offline TA/TO";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"314";"";0;"Transient";54;0;2;"Check-Out";"2015-12-16"
"Resort Hotel";0;19;2015;"December";16;2;4;2;0;0;"HB";"GBR";"Offline TA/TO";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"314";"";0;"Transient";56;0;0;"Check-Out";"2015-12-22"
"Resort Hotel";0;19;2015;"December";16;2;4;3;0;0;"HB";"NGA";"Offline TA/TO";"TA/TO";0;0;0;"A";"C";0;"No Deposit";"314";"";0;"Transient";80;0;1;"Check-Out";"2015-12-22"
"Resort Hotel";0;19;2015;"December";21;1;2;2;0;0;"BB";"FRA";"Online TA";"TA/TO";0;0;0;"A";"D";2;"No Deposit";"240";"";0;"Transient";56;1;0;"Check-Out";"2015-12-24"
"Resort Hotel";0;19;2015;"December";22;2;5;2;0;0;"HB";"IRL";"Offline TA/TO";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"314";"";0;"Transient-Party";64;0;0;"Check-Out";"2015-12-29"
"Resort Hotel";0;19;2015;"July";16;0;3;2;0;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"A";"D";0;"No Deposit";"240";"";0;"Transient";121;0;1;"Check-Out";"2015-07-19"
"Resort Hotel";0;19;2015;"July";18;2;1;2;0;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"D";"F";0;"No Deposit";"240";"";0;"Transient";148;0;2;"Check-Out";"2015-07-21"
"Resort Hotel";0;19;2015;"July";19;1;0;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";121;1;1;"Check-Out";"2015-07-20"
"Resort Hotel";0;19;2015;"November";2;1;4;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"D";0;"No Deposit";"240";"";0;"Transient";49;1;1;"Check-Out";"2015-11-07"
"Resort Hotel";0;19;2015;"November";14;0;1;2;0;0;"BB";"CZE";"Corporate";"Corporate";0;0;0;"A";"A";0;"Non Refund";"328";"281";0;"Transient-Party";48;0;0;"Check-Out";"2015-11-15"
"Resort Hotel";0;19;2015;"November";16;1;1;2;0;0;"BB";"PRT";"Complementary";"Direct";0;0;0;"F";"F";1;"No Deposit";"";"";0;"Transient";30;0;1;"Check-Out";"2015-11-18"
"Resort Hotel";0;19;2015;"November";19;0;3;2;0;0;"BB";"DEU";"Offline TA/TO";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"171";"";0;"Transient";26;0;0;"Check-Out";"2015-11-22"
"Resort Hotel";0;19;2015;"October";1;0;3;2;0;0;"BB";"FRA";"Online TA";"TA/TO";0;0;0;"E";"F";0;"No Deposit";"240";"";0;"Transient";87;0;1;"Check-Out";"2015-10-04"
"Resort Hotel";0;19;2015;"October";3;2;5;2;0;0;"BB";"BEL";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";74;0;1;"Check-Out";"2015-10-10"
"Resort Hotel";0;19;2015;"October";5;1;3;2;0;0;"BB";"IRL";"Offline TA/TO";"TA/TO";0;0;0;"A";"C";0;"No Deposit";"156";"";0;"Transient";42;0;0;"Check-Out";"2015-10-09"
"Resort Hotel";0;19;2015;"October";10;1;1;2;0;0;"BB";"FIN";"Online TA";"TA/TO";0;0;0;"A";"F";0;"No Deposit";"240";"";0;"Transient";66;0;0;"Check-Out";"2015-10-12"
"Resort Hotel";0;19;2015;"October";10;1;1;2;2;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"G";"G";0;"No Deposit";"240";"";0;"Transient";117;0;3;"Check-Out";"2015-10-12"
"Resort Hotel";0;19;2015;"October";12;3;5;2;2;0;"BB";"GBR";"Offline TA/TO";"TA/TO";0;0;0;"C";"C";1;"No Deposit";"147";"";0;"Transient";74;0;0;"Check-Out";"2015-10-20"
"Resort Hotel";0;19;2015;"October";21;0;2;2;0;0;"HB";"FRA";"Offline TA/TO";"TA/TO";0;0;0;"A";"D";2;"No Deposit";"208";"";0;"Transient-Party";70;0;0;"Check-Out";"2015-10-23"
"Resort Hotel";0;19;2015;"October";22;1;3;2;0;0;"BB";"FRA";"Online TA";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"240";"";0;"Transient";82;0;1;"Check-Out";"2015-10-26"
"Resort Hotel";0;19;2015;"October";28;0;1;2;0;0;"HB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"A";2;"No Deposit";"240";"";0;"Transient";77;0;0;"Check-Out";"2015-10-29"
"Resort Hotel";0;19;2015;"September";1;0;2;2;0;0;"HB";"ESP";"Direct";"Direct";0;0;0;"E";"F";0;"No Deposit";"";"";0;"Transient";176;1;3;"Check-Out";"2015-09-03"
"Resort Hotel";0;19;2015;"September";13;2;2;2;0;0;"HB";"DEU";"Online TA";"TA/TO";0;0;0;"A";"C";0;"No Deposit";"242";"";0;"Transient";128;0;1;"Check-Out";"2015-09-17"
"Resort Hotel";0;19;2015;"September";14;1;4;2;0;0;"HB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"C";"C";0;"No Deposit";"142";"";0;"Transient";120;0;2;"Check-Out";"2015-09-19"
"Resort Hotel";0;19;2015;"September";30;0;1;2;0;0;"BB";"PRT";"Direct";"Direct";0;0;0;"F";"F";1;"No Deposit";"";"";0;"Transient";106;0;1;"Check-Out";"2015-10-01"
"Resort Hotel";0;19;2016;"February";6;1;1;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";68;0;1;"Check-Out";"2016-02-08"
"Resort Hotel";0;19;2016;"February";13;0;1;2;0;0;"BB";"PRT";"Direct";"Direct";0;0;0;"E";"E";0;"No Deposit";"250";"";0;"Transient";107;0;1;"Check-Out";"2016-02-14"
"Resort Hotel";0;19;2016;"February";14;2;2;2;0;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"240";"";0;"Transient";75;0;3;"Check-Out";"2016-02-18"
"Resort Hotel";0;19;2016;"February";14;2;2;2;0;1;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"240";"";0;"Transient";69;0;4;"Check-Out";"2016-02-18"
"Resort Hotel";0;19;2016;"February";21;2;3;2;0;0;"BB";"NLD";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";64;1;0;"Check-Out";"2016-02-26"
"Resort Hotel";0;19;2016;"February";24;2;5;2;0;0;"BB";"RUS";"Offline TA/TO";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"314";"";0;"Transient";35;0;0;"Check-Out";"2016-03-02"
"Resort Hotel";0;19;2016;"February";27;0;1;2;0;0;"BB";"PRT";"Complementary";"TA/TO";0;0;0;"A";"F";0;"No Deposit";"5";"";0;"Transient";0;0;0;"Check-Out";"2016-02-28"
"Resort Hotel";0;19;2016;"February";29;1;2;2;0;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"A";"D";0;"No Deposit";"240";"";0;"Transient";60;1;0;"Check-Out";"2016-03-03"
"Resort Hotel";0;19;2016;"January";3;2;5;2;0;0;"HB";"ESP";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"242";"";0;"Transient";83;1;1;"Check-Out";"2016-01-10"
"Resort Hotel";0;19;2016;"January";16;0;1;2;0;0;"BB";"GBR";"Offline TA/TO";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"251";"";0;"Transient";37;0;0;"Check-Out";"2016-01-17"
"Resort Hotel";0;19;2016;"January";23;0;1;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"D";1;"No Deposit";"240";"";0;"Transient";48;0;0;"Check-Out";"2016-01-24"
"Resort Hotel";0;19;2016;"January";25;1;3;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"D";0;"No Deposit";"240";"";0;"Transient";48;0;0;"Check-Out";"2016-01-29"
"Resort Hotel";0;19;2016;"January";30;4;10;2;0;0;"BB";"FRA";"Online TA";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"241";"";0;"Transient";41;0;1;"Check-Out";"2016-02-13"
"Resort Hotel";0;19;2016;"July";19;0;2;1;0;0;"BB";"PRT";"Direct";"Direct";1;0;5;"A";"A";0;"No Deposit";"";"338";0;"Transient";101;1;0;"Check-Out";"2016-07-21"
"Resort Hotel";0;19;2016;"July";28;1;3;2;0;0;"Undefined";"PRT";"Direct";"Direct";0;0;0;"F";"F";0;"No Deposit";"";"";0;"Transient";288;0;3;"Check-Out";"2016-08-01"
"Resort Hotel";0;19;2016;"June";12;2;0;1;0;0;"BB";"PRT";"Corporate";"Corporate";0;0;0;"A";"A";0;"No Deposit";"";"154";0;"Transient";58;0;1;"Check-Out";"2016-06-14"
"Resort Hotel";0;19;2016;"June";12;2;0;1;0;0;"BB";"PRT";"Corporate";"Corporate";0;0;5;"A";"A";0;"No Deposit";"";"154";0;"Transient";58;0;1;"Check-Out";"2016-06-14"
"Resort Hotel";0;19;2016;"March";6;2;2;2;0;0;"BB";"GBR";"Online TA";"TA/TO";0;0;0;"A";"D";1;"No Deposit";"241";"";0;"Transient";37;0;2;"Check-Out";"2016-03-10"
"Resort Hotel";0;19;2016;"March";28;1;4;2;1;0;"HB";"PRT";"Online TA";"TA/TO";0;0;2;"E";"E";2;"No Deposit";"";"";0;"Transient";112;1;3;"Check-Out";"2016-04-02"
"Resort Hotel";0;19;2017;"April";9;2;4;2;1;0;"HB";"PRT";"Direct";"TA/TO";0;0;4;"A";"D";0;"No Deposit";"";"";0;"Transient";123;1;3;"Check-Out";"2017-04-15"
"Resort Hotel";0;19;2017;"April";17;1;1;1;0;0;"BB";"PRT";"Corporate";"Corporate";0;1;12;"A";"E";0;"No Deposit";"";"292";0;"Transient";49;1;1;"Check-Out";"2017-04-19"
"Resort Hotel";0;19;2017;"July";10;1;4;2;1;0;"HB";"PRT";"Direct";"Direct";0;0;2;"D";"D";3;"No Deposit";"";"";0;"Transient";246;0;3;"Check-Out";"2017-07-15"
"Resort Hotel";0;19;2017;"March";7;0;4;2;0;0;"HB";"ITA";"Direct";"Direct";1;0;1;"D";"D";2;"No Deposit";"";"";0;"Transient-Party";75;0;1;"Check-Out";"2017-03-11"
"Resort Hotel";0;19;2017;"March";13;1;0;1;0;0;"BB";"PRT";"Corporate";"Corporate";0;1;7;"A";"D";0;"No Deposit";"";"82";0;"Transient";35;0;0;"Check-Out";"2017-03-14"
"Resort Hotel";0;20;2015;"August";16;2;0;2;0;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"D";"E";0;"No Deposit";"240";"";0;"Transient";202;0;2;"Check-Out";"2015-08-18"
"Resort Hotel";0;20;2015;"August";23;2;5;2;0;0;"HB";"IRL";"Offline TA/TO";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"142";"";0;"Contract";156;0;0;"Check-Out";"2015-08-30"
"Resort Hotel";0;20;2015;"December";1;0;0;1;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"I";0;"No Deposit";"240";"";0;"Transient";0;0;0;"Check-Out";"2015-12-01"
"Resort Hotel";0;20;2015;"December";3;0;1;1;0;0;"BB";"DEU";"Groups";"Corporate";0;0;0;"A";"D";0;"No Deposit";"";"343";0;"Transient-Party";36;0;0;"Check-Out";"2015-12-04"
"Resort Hotel";0;20;2015;"December";6;2;0;2;0;0;"HB";"ESP";"Online TA";"TA/TO";0;0;0;"A";"D";0;"No Deposit";"240";"";0;"Transient";79;0;2;"Check-Out";"2015-12-08"
"Resort Hotel";0;20;2015;"December";17;0;2;2;0;0;"BB";"ESP";"Direct";"Direct";0;0;0;"D";"D";0;"No Deposit";"";"";0;"Transient";58;0;0;"Check-Out";"2015-12-19"
"Resort Hotel";0;20;2015;"December";23;0;4;2;0;0;"BB";"ESP";"Direct";"Direct";0;0;0;"D";"D";0;"No Deposit";"250";"";0;"Transient";58;0;1;"Check-Out";"2015-12-27"
"Resort Hotel";0;20;2015;"December";23;0;4;2;0;0;"BB";"ESP";"Direct";"Direct";0;0;0;"D";"D";0;"No Deposit";"250";"";0;"Transient";64;0;1;"Check-Out";"2015-12-27"
